ts,host_cpu_pct,mem_used_mb,backend_cpu,backend_rss_mb,backend_procs,mock_cpu,harness_cpu,pg_cpu,front_cpu,pg_total,pg_active,pg_idle,pg_idle_in_txn,pg_lock_waits
1785356425.315,85.1,5050,301.0,1531,4,2.0,12.0,43.0,9.0,53,1,40,12,0
1785356427.153,89.6,5016,197.0,1531,4,3.0,23.0,29.0,11.0,53,1,39,13,0
1785356429.289,84.1,5018,163.0,1532,4,2.0,14.0,33.0,9.0,53,1,39,13,0
1785356431.096,87.0,4995,249.0,1532,4,3.0,11.0,31.0,8.0,53,1,39,13,0
1785356433.264,84.0,5037,199.0,1532,4,0.0,14.0,23.0,9.0,53,2,38,13,0
1785356435.738,89.4,5052,283.0,1532,4,0.0,22.0,26.0,10.0,53,2,34,17,0
1785356437.709,88.0,5110,267.0,1532,4,3.0,15.0,40.0,9.0,53,3,40,10,0
1785356439.595,89.3,5157,195.0,1532,4,2.0,21.0,28.0,12.0,53,1,42,10,0
1785356441.679,78.5,5161,184.0,1532,4,2.0,12.0,30.0,12.0,53,1,38,14,0
1785356443.566,84.6,5177,205.0,1532,4,1.0,11.0,26.0,8.0,53,1,38,14,0
1785356445.706,88.0,5130,228.0,1532,4,1.0,20.0,29.0,9.0,53,1,38,14,0
1785356448.089,81.8,5103,215.0,1532,4,1.0,14.0,22.0,11.0,53,1,36,16,0
1785356449.837,89.4,5137,300.0,1532,4,1.0,11.0,15.0,4.0,53,1,39,13,0
1785356452.152,73.6,5168,157.0,1532,4,3.0,19.0,32.0,12.0,53,1,40,12,0
1785356454.184,77.3,4677,152.0,1532,4,2.0,9.0,16.0,7.0,53,1,35,17,0
1785356455.968,69.2,4191,221.0,1532,4,1.0,8.0,16.0,6.0,53,1,38,14,0
1785356457.777,54.9,3798,175.0,1532,4,1.0,3.0,18.0,2.0,53,1,40,12,0
1785356459.531,37.4,3685,105.0,1532,4,1.0,1.0,6.0,0.0,53,1,42,10,0
1785356461.244,17.4,3101,2.0,1532,4,0.0,0.0,0.0,0.0,53,1,42,10,0
