ts,host_cpu_pct,mem_used_mb,backend_cpu,backend_rss_mb,backend_procs,mock_cpu,harness_cpu,pg_cpu,front_cpu,pg_total,pg_active,pg_idle,pg_idle_in_txn,pg_lock_waits
1785348662.777,90.0,4658,324.0,1507,4,1.0,16.0,36.0,5.0,68,12,27,29,9
1785348665.207,89.2,4688,301.0,1507,4,1.0,11.0,70.0,7.0,68,15,23,30,11
1785348667.687,93.1,4723,280.0,1507,4,7.0,17.0,74.0,9.0,68,13,26,29,11
1785348669.680,92.1,4783,268.0,1507,4,2.0,16.0,53.0,4.0,68,15,28,25,9
1785348671.832,74.3,4793,218.0,1507,4,3.0,12.0,44.0,8.0,68,12,29,27,11
1785348674.311,77.8,4851,217.0,1507,4,1.0,6.0,63.0,7.0,68,11,29,28,10
1785348676.546,89.3,4866,253.0,1507,4,4.0,22.0,67.0,6.0,68,11,32,25,9
1785348679.207,83.7,4847,264.0,1507,4,5.0,17.0,67.0,10.0,68,10,25,33,8
1785348681.598,90.5,4888,342.0,1507,4,1.0,6.0,59.0,5.0,68,11,29,28,10
1785348684.114,86.3,4913,321.0,1508,4,5.0,23.0,52.0,13.0,68,13,25,30,9
1785348686.673,86.5,4965,352.0,1507,4,0.0,16.0,56.0,6.0,68,7,30,31,6
1785348688.871,91.2,4938,317.0,1508,4,2.0,11.0,89.0,5.0,70,8,25,37,5
1785348691.280,90.6,4964,303.0,1508,4,2.0,10.0,60.0,5.0,64,9,27,28,7
1785348693.882,91.1,4886,326.0,1510,4,0.0,22.0,59.0,5.0,62,9,30,23,7
1785348696.508,94.7,4856,324.0,1510,4,3.0,33.0,59.0,12.0,56,9,28,19,6
1785348698.628,89.3,4868,372.0,1510,4,1.0,23.0,29.0,4.0,54,8,30,16,6
1785348701.204,81.1,4873,238.0,1510,4,0.0,12.0,74.0,7.0,55,6,19,30,5
1785348703.133,92.9,4974,276.0,1510,4,2.0,23.0,52.0,6.0,52,4,34,14,0
1785348705.148,91.6,4971,273.0,1510,4,2.0,17.0,49.0,13.0,52,1,37,14,0
1785348707.619,87.8,4982,186.0,1510,4,4.0,13.0,47.0,10.0,52,1,32,19,0
1785348709.693,84.6,4957,248.0,1510,4,1.0,16.0,33.0,8.0,52,1,36,15,0
1785348712.252,89.1,4891,256.0,1510,4,2.0,15.0,45.0,15.0,52,1,34,17,0
1785348714.613,78.0,4913,269.0,1511,4,0.0,21.0,41.0,7.0,52,1,26,25,0
1785348716.392,84.8,4933,243.0,1511,4,2.0,22.0,31.0,5.0,52,1,35,16,0
1785348718.413,85.6,4967,202.0,1511,4,2.0,15.0,25.0,8.0,52,1,38,13,0
1785348720.443,88.4,4999,202.0,1511,4,2.0,14.0,42.0,11.0,52,1,36,15,0
1785348722.354,79.1,5001,203.0,1511,4,2.0,12.0,29.0,6.0,52,1,37,14,0
1785348724.876,70.8,5029,118.0,1511,4,1.0,24.0,20.0,9.0,52,1,35,16,0
1785348727.178,88.1,5049,317.0,1511,4,1.0,13.0,46.0,8.0,52,1,33,18,0
1785348729.291,85.0,5026,210.0,1511,4,2.0,18.0,41.0,17.0,52,4,35,13,0
1785348731.793,89.7,5037,220.0,1511,4,2.0,15.0,30.0,12.0,52,3,34,15,0
1785348733.989,92.4,5088,263.0,1512,4,4.0,26.0,40.0,6.0,52,2,35,15,0
1785348736.079,93.2,5084,246.0,1512,4,1.0,17.0,41.0,11.0,52,1,36,15,0
1785348738.264,86.1,5073,223.0,1512,4,2.0,16.0,26.0,11.0,52,1,37,14,0
1785348740.142,77.7,3987,235.0,1512,4,2.0,7.0,19.0,2.0,52,1,35,16,0
1785348741.925,65.7,3629,240.0,1512,4,1.0,3.0,35.0,6.0,52,1,39,12,0
1785348743.712,45.4,3615,97.0,1512,4,1.0,5.0,11.0,7.0,52,1,37,14,0
1785348745.398,53.2,3589,142.0,1512,4,2.0,4.0,15.0,3.0,52,1,38,13,0
1785348747.105,23.6,3587,48.0,1512,4,0.0,1.0,10.0,1.0,52,1,37,14,0
1785348748.794,31.0,3002,95.0,1512,4,0.0,0.0,3.0,0.0,52,1,39,12,0
