ts,host_cpu_pct,mem_used_mb,backend_cpu,backend_rss_mb,backend_procs,mock_cpu,harness_cpu,pg_cpu,front_cpu,pg_total,pg_active,pg_idle,pg_idle_in_txn,pg_lock_waits
1785349041.898,78.7,4809,257.0,1695,4,1.0,13.0,41.0,5.0,0,0,0,0,0
1785349044.599,81.3,4841,294.0,1706,4,4.0,21.0,65.0,10.0,0,0,0,0,0
1785349047.338,87.1,4860,387.0,1727,4,4.0,26.0,57.0,6.0,0,0,0,0,0
1785349049.733,88.5,4882,425.0,1739,4,2.0,25.0,65.0,4.0,0,0,0,0,0
1785349052.735,88.5,4906,355.0,1739,4,1.0,23.0,83.0,5.0,0,0,0,0,0
1785349055.127,89.8,4936,413.0,1739,4,5.0,24.0,76.0,4.0,0,0,0,0,0
1785349057.758,84.1,4945,371.0,1739,4,3.0,19.0,53.0,7.0,0,0,0,0,0
1785349060.653,85.5,5010,330.0,1739,4,2.0,17.0,73.0,7.0,0,0,0,0,0
1785349063.388,88.1,4885,421.0,1739,4,5.0,28.0,53.0,4.0,0,0,0,0,0
1785349066.349,87.0,4927,420.0,1739,4,4.0,17.0,35.0,5.0,100,33,16,51,30
1785349069.155,86.8,4935,440.0,1739,4,2.0,20.0,72.0,1.0,99,30,27,42,23
1785349072.111,84.8,4902,417.0,1739,4,1.0,30.0,84.0,2.0,0,0,0,0,0
1785349074.824,87.8,4946,420.0,1755,4,5.0,28.0,89.0,3.0,0,0,0,0,0
1785349077.930,82.8,4984,357.0,1769,4,7.0,23.0,33.0,5.0,0,0,0,0,0
1785349080.352,84.6,5085,341.0,1801,4,1.0,35.0,37.0,4.0,0,0,0,0,0
1785349083.440,84.8,5058,321.0,1802,4,3.0,22.0,60.0,5.0,100,37,19,44,32
1785349086.226,90.3,5097,417.0,1802,4,7.0,30.0,105.0,5.0,99,38,22,39,36
1785349088.704,88.2,5144,362.0,1802,4,3.0,34.0,95.0,4.0,99,33,20,46,31
1785349091.683,88.6,5179,364.0,1802,4,5.0,20.0,82.0,9.0,99,40,13,46,36
1785349094.104,90.4,5212,413.0,1802,4,3.0,18.0,79.0,4.0,99,36,22,41,34
1785349096.853,80.8,5197,354.0,1802,4,4.0,20.0,79.0,4.0,99,38,18,43,35
1785349099.549,90.3,5247,357.0,1802,4,3.0,23.0,107.0,5.0,99,30,23,46,28
1785349102.049,89.8,5319,391.0,1802,4,1.0,17.0,89.0,5.0,99,28,25,44,25
1785349105.708,85.0,5343,369.0,1802,4,1.0,15.0,96.0,11.0,95,25,36,34,24
1785349108.091,81.5,5321,355.0,1802,4,1.0,36.0,53.0,5.0,92,18,39,32,17
1785349110.533,75.8,5292,269.0,1802,4,0.0,15.0,34.0,2.0,85,14,43,28,12
1785349112.464,77.7,5183,241.0,1802,4,0.0,26.0,36.0,4.0,71,1,43,27,0
1785349114.541,38.0,5128,50.0,1802,4,1.0,12.0,6.0,3.0,71,1,43,27,0
1785349116.399,38.5,4329,15.0,1802,4,0.0,7.0,1.0,1.0,71,1,43,27,0
1785349118.468,31.7,4189,3.0,1802,4,1.0,3.0,2.0,0.0,71,1,43,27,0
1785349120.396,26.8,4040,7.0,1802,4,2.0,2.0,7.0,0.0,71,1,43,27,0
1785349122.379,19.9,4032,4.0,1802,4,0.0,4.0,4.0,0.0,71,1,43,27,0
1785349124.364,27.7,4011,1.0,1802,4,1.0,2.0,2.0,0.0,71,1,43,27,0
1785349126.216,28.5,3968,2.0,1802,4,0.0,1.0,0.0,0.0,71,1,43,27,0
1785349128.063,14.2,3964,1.0,1802,4,0.0,2.0,3.0,0.0,71,1,43,27,0
1785349129.957,20.0,3971,1.0,1802,4,1.0,1.0,3.0,0.0,71,1,43,27,0
1785349131.840,14.0,3969,3.0,1802,4,0.0,4.0,0.0,0.0,71,1,43,27,0
1785349133.712,25.0,3970,1.0,1802,4,0.0,1.0,1.0,0.0,71,1,43,27,0
1785349135.509,15.1,3942,2.0,1802,4,1.0,1.0,0.0,0.0,63,1,43,19,0
1785349137.339,14.4,3884,1.0,1802,4,0.0,1.0,2.0,0.0,62,1,43,18,0
1785349139.213,18.3,3880,2.0,1802,4,0.0,1.0,3.0,0.0,62,1,43,18,0
1785349140.982,22.4,3899,1.0,1802,4,0.0,1.0,0.0,0.0,62,1,43,18,0
1785349142.806,13.3,3873,3.0,1802,4,1.0,1.0,3.0,0.0,61,1,43,17,0
1785349144.600,15.9,3883,0.0,1802,4,0.0,3.0,0.0,0.0,61,1,43,17,0
1785349146.450,21.5,3882,10.0,1802,4,0.0,1.0,4.0,0.0,61,1,43,17,0
1785349148.265,18.4,3890,1.0,1802,4,0.0,0.0,1.0,0.0,61,1,43,17,0
1785349150.049,18.5,3877,2.0,1802,4,1.0,2.0,0.0,0.0,60,1,43,16,0
1785349151.844,15.2,3872,0.0,1802,4,0.0,1.0,2.0,0.0,60,1,43,16,0
1785349153.605,16.4,3875,1.0,1802,4,0.0,2.0,1.0,0.0,60,1,43,16,0
1785349155.365,21.8,3885,2.0,1802,4,1.0,0.0,2.0,1.0,60,1,43,16,0
1785349157.126,15.5,3866,0.0,1802,4,0.0,1.0,1.0,0.0,60,1,43,16,0
1785349158.877,16.6,3868,2.0,1802,4,1.0,1.0,0.0,0.0,60,1,43,16,0
1785349160.660,15.5,3835,1.0,1802,4,0.0,15.0,2.0,0.0,60,1,43,16,0
1785349162.421,23.0,3827,6.0,1802,4,0.0,0.0,0.0,1.0,60,1,43,16,0
1785349164.195,14.4,3833,2.0,1802,4,1.0,2.0,1.0,0.0,60,1,43,16,0
1785349166.035,14.0,3835,5.0,1802,4,0.0,3.0,0.0,0.0,60,1,43,16,0
1785349167.853,14.1,3836,1.0,1802,4,0.0,2.0,0.0,0.0,60,1,43,16,0
1785349169.622,14.5,3835,2.0,1802,4,0.0,2.0,2.0,0.0,60,1,43,16,0
1785349171.407,22.6,3841,1.0,1802,4,0.0,2.0,1.0,0.0,60,1,43,16,0
1785349173.204,17.3,3848,1.0,1802,4,0.0,1.0,0.0,0.0,60,1,43,16,0
1785349174.958,14.2,3846,1.0,1802,4,1.0,2.0,0.0,0.0,60,1,43,16,0
1785349176.731,14.2,3846,2.0,1802,4,0.0,1.0,0.0,0.0,60,1,43,16,0
1785349178.501,21.5,3852,1.0,1802,4,1.0,1.0,0.0,0.0,60,1,43,16,0
1785349180.279,16.1,3854,0.0,1802,4,0.0,2.0,0.0,0.0,60,1,43,16,0
1785349182.014,16.0,3857,2.0,1802,4,1.0,0.0,0.0,0.0,60,1,43,16,0
1785349183.766,13.1,3863,0.0,1802,4,0.0,2.0,0.0,0.0,60,1,43,16,0
1785349185.515,15.9,3870,1.0,1802,4,0.0,1.0,1.0,0.0,60,1,43,16,0
1785349187.259,15.3,3868,2.0,1802,4,0.0,1.0,0.0,0.0,60,1,43,16,0
1785349189.001,21.8,3878,0.0,1802,4,1.0,1.0,1.0,0.0,60,1,43,16,0
1785349190.778,14.0,3882,3.0,1802,4,0.0,1.0,1.0,0.0,60,1,43,16,0
1785349192.578,18.7,3861,2.0,1802,4,0.0,1.0,1.0,0.0,60,1,43,16,0
1785349194.388,22.4,3864,1.0,1802,4,0.0,2.0,0.0,0.0,60,1,43,16,0
1785349196.134,12.0,3862,1.0,1802,4,1.0,1.0,1.0,0.0,60,1,43,16,0
1785349197.918,13.9,3869,0.0,1802,4,0.0,1.0,0.0,0.0,60,1,43,16,0
1785349199.886,18.5,3885,2.0,1802,4,0.0,1.0,0.0,0.0,60,1,43,16,0
1785349201.833,14.1,3890,1.0,1802,4,0.0,2.0,1.0,0.0,60,1,43,16,0
1785349203.735,15.9,3887,1.0,1802,4,1.0,1.0,0.0,0.0,60,1,43,16,0
1785349205.539,13.8,3886,5.0,1802,4,0.0,2.0,3.0,0.0,60,1,43,16,0
1785349207.343,13.9,3886,0.0,1802,4,0.0,1.0,1.0,0.0,60,1,43,16,0
1785349209.087,22.6,3890,2.0,1802,4,0.0,1.0,1.0,0.0,60,1,43,16,0
1785349210.883,13.0,3878,0.0,1802,4,1.0,1.0,0.0,0.0,59,1,43,15,0
1785349212.657,13.1,3875,1.0,1802,4,0.0,1.0,0.0,0.0,59,1,43,15,0
1785349214.438,13.8,3877,1.0,1802,4,0.0,1.0,2.0,0.0,58,1,43,14,0
1785349216.223,16.3,3845,3.0,1802,4,1.0,0.0,1.0,0.0,58,1,43,14,0
1785349217.973,22.1,3855,0.0,1802,4,0.0,2.0,0.0,0.0,58,1,43,14,0
1785349219.761,13.2,3862,1.0,1802,4,0.0,0.0,1.0,0.0,58,1,43,14,0
1785349221.501,13.8,3856,2.0,1802,4,1.0,1.0,0.0,1.0,58,1,43,14,0
1785349223.284,16.5,3854,2.0,1802,4,0.0,1.0,1.0,0.0,58,1,43,14,0
1785349225.046,15.9,3862,4.0,1802,4,0.0,2.0,2.0,0.0,58,1,43,14,0
1785349226.841,15.8,3862,0.0,1802,4,1.0,1.0,1.0,0.0,58,1,43,14,0
1785349228.577,21.5,3869,1.0,1802,4,0.0,2.0,0.0,0.0,58,1,43,14,0
1785349230.344,12.8,3863,4.0,1802,4,0.0,2.0,0.0,0.0,58,1,43,14,0
1785349232.118,12.9,3866,0.0,1802,4,0.0,2.0,0.0,0.0,58,1,43,14,0
1785349233.924,17.0,3869,2.0,1802,4,0.0,1.0,0.0,0.0,58,1,43,14,0
1785349235.738,17.4,3868,1.0,1802,4,1.0,1.0,0.0,0.0,58,1,43,14,0
1785349237.577,22.9,3858,0.0,1802,4,0.0,1.0,0.0,0.0,58,1,43,14,0
1785349239.342,13.8,3856,2.0,1802,4,0.0,1.0,1.0,0.0,58,1,43,14,0
1785349241.220,19.1,3873,1.0,1802,4,0.0,1.0,1.0,0.0,58,1,43,14,0
1785349243.052,12.8,3872,2.0,1802,4,1.0,1.0,0.0,0.0,58,1,43,14,0
1785349244.840,22.1,3869,2.0,1802,4,0.0,1.0,0.0,0.0,58,1,43,14,0
1785349246.647,14.1,3872,1.0,1802,4,0.0,2.0,1.0,0.0,58,1,43,14,0
1785349248.403,14.9,3873,0.0,1802,4,1.0,1.0,0.0,0.0,58,1,43,14,0
1785349250.145,13.2,3875,1.0,1802,4,1.0,0.0,1.0,0.0,58,1,43,14,0
1785349251.926,13.5,3880,2.0,1802,4,0.0,1.0,1.0,0.0,58,1,43,14,0
1785349253.711,20.9,3876,2.0,1802,4,0.0,1.0,1.0,0.0,58,1,43,14,0
1785349255.435,14.5,3878,2.0,1802,4,0.0,2.0,0.0,0.0,58,1,43,14,0
1785349257.203,12.2,3880,1.0,1802,4,1.0,0.0,0.0,0.0,58,1,43,14,0
1785349258.970,14.6,3878,1.0,1802,4,0.0,3.0,1.0,0.0,58,1,43,14,0
1785349260.727,21.8,3880,0.0,1802,4,0.0,1.0,1.0,0.0,58,1,43,14,0
1785349262.481,12.6,3878,2.0,1802,4,1.0,0.0,0.0,0.0,58,1,43,14,0
1785349264.215,15.7,3894,1.0,1802,4,0.0,1.0,0.0,0.0,58,1,43,14,0
1785349265.966,21.7,3896,4.0,1802,4,0.0,1.0,0.0,0.0,58,1,43,14,0
1785349267.744,14.5,3894,1.0,1802,4,0.0,1.0,0.0,0.0,58,1,43,14,0
1785349269.476,17.9,3899,2.0,1802,4,1.0,1.0,0.0,0.0,58,1,43,14,0
1785349271.232,12.7,3903,1.0,1802,4,0.0,1.0,1.0,0.0,58,1,43,14,0
1785349272.976,25.0,3912,0.0,1802,4,0.0,1.0,0.0,0.0,58,1,43,14,0
1785349274.713,13.6,3906,2.0,1802,4,1.0,1.0,0.0,0.0,58,1,43,14,0
1785349276.459,12.7,3907,1.0,1802,4,0.0,1.0,2.0,0.0,58,1,43,14,0
1785349278.230,13.7,3907,3.0,1802,4,0.0,1.0,0.0,0.0,58,1,43,14,0
1785349280.000,13.9,3904,1.0,1802,4,0.0,1.0,0.0,0.0,58,1,43,14,0
1785349281.723,21.2,3908,1.0,1802,4,1.0,1.0,1.0,1.0,58,1,43,14,0
1785349283.448,12.2,3911,1.0,1802,4,0.0,1.0,0.0,0.0,58,1,43,14,0
1785349285.161,12.8,3913,4.0,1802,4,0.0,1.0,0.0,0.0,58,1,43,14,0
1785349286.892,12.2,3913,0.0,1802,4,0.0,1.0,0.0,0.0,58,1,43,14,0
1785349288.656,12.8,3913,3.0,1802,4,1.0,1.0,1.0,0.0,58,1,43,14,0
1785349290.444,22.3,3912,1.0,1802,4,0.0,1.0,0.0,0.0,58,1,43,14,0
1785349292.244,13.6,3917,0.0,1802,4,0.0,1.0,1.0,0.0,58,1,43,14,0
1785349294.004,13.2,3915,3.0,1802,4,1.0,1.0,0.0,0.0,58,1,43,14,0
1785349295.726,16.1,3725,1.0,1802,4,0.0,0.0,1.0,0.0,58,1,43,14,0
1785349297.460,13.2,3722,1.0,1802,4,0.0,1.0,4.0,0.0,58,1,43,14,0
1785349299.244,17.5,3722,1.0,1802,4,0.0,0.0,1.0,0.0,58,1,43,14,0
1785349301.013,17.0,3727,0.0,1802,4,1.0,1.0,0.0,0.0,58,1,43,14,0
1785349302.799,14.4,3730,3.0,1802,4,0.0,0.0,0.0,0.0,58,1,43,14,0
1785349304.548,14.2,3726,2.0,1802,4,0.0,1.0,0.0,0.0,58,1,43,14,0
1785349306.269,13.9,3716,1.0,1802,4,1.0,1.0,0.0,0.0,58,1,43,14,0
1785349308.001,13.2,3717,0.0,1802,4,0.0,0.0,0.0,0.0,58,1,43,14,0
1785349309.753,13.0,3721,1.0,1802,4,0.0,0.0,0.0,0.0,58,1,43,14,0
1785349311.496,13.2,3721,2.0,1802,4,0.0,1.0,0.0,0.0,58,1,43,14,0
1785349313.349,13.3,3714,0.0,1802,4,1.0,1.0,1.0,0.0,58,1,43,14,0
1785349315.155,17.4,3674,2.0,1802,4,0.0,0.0,1.0,0.0,58,1,43,14,0
1785349316.898,13.9,3674,1.0,1802,4,0.0,0.0,0.0,0.0,58,1,43,14,0
1785349318.658,13.1,3675,2.0,1802,4,0.0,1.0,0.0,0.0,58,1,43,14,0
1785349320.451,12.9,3678,1.0,1802,4,1.0,1.0,0.0,0.0,58,1,43,14,0
1785349322.207,13.4,3676,1.0,1802,4,0.0,0.0,0.0,0.0,58,1,43,14,0
1785349323.947,13.7,3677,1.0,1802,4,0.0,0.0,0.0,0.0,58,1,43,14,0
1785349325.665,14.0,3681,4.0,1802,4,1.0,1.0,2.0,0.0,57,1,43,13,0
1785349327.400,12.9,3665,1.0,1802,4,0.0,0.0,2.0,0.0,54,1,43,10,0
1785349329.112,13.9,3611,3.0,1802,4,0.0,1.0,1.0,0.0,50,1,43,6,0
1785349330.770,13.4,3561,1.0,1802,4,0.0,0.0,0.0,0.0,47,1,43,3,0
1785349332.391,12.2,3548,1.0,1802,4,1.0,1.0,0.0,0.0,46,1,43,2,0
1785349334.087,12.1,3540,1.0,1802,4,0.0,0.0,1.0,0.0,46,1,43,2,0
1785349335.709,14.0,3540,2.0,1802,4,0.0,1.0,1.0,0.0,46,1,43,2,0
1785349337.344,11.5,3535,1.0,1802,4,0.0,0.0,0.0,0.0,46,1,43,2,0
1785349339.016,12.3,3536,1.0,1802,4,0.0,0.0,0.0,0.0,46,1,43,2,0
1785349340.666,12.4,3538,3.0,1802,4,1.0,1.0,1.0,0.0,46,1,43,2,0
1785349342.362,12.5,3533,0.0,1802,4,0.0,0.0,0.0,0.0,45,1,43,1,0
1785349343.989,12.9,3524,2.0,1802,4,0.0,1.0,0.0,0.0,45,1,43,1,0
1785349345.616,12.2,3522,2.0,1802,4,0.0,1.0,0.0,0.0,45,1,43,1,0
1785349347.241,11.3,3522,2.0,1802,4,1.0,0.0,0.0,0.0,45,1,43,1,0
1785349348.861,11.7,3522,1.0,1802,4,0.0,1.0,0.0,0.0,45,1,43,1,0
1785349350.484,11.8,3520,1.0,1802,4,0.0,0.0,1.0,0.0,45,1,43,1,0
1785349352.083,11.5,3521,1.0,1802,4,0.0,1.0,1.0,0.0,45,1,43,1,0
1785349353.690,14.6,3501,1.0,1802,4,1.0,0.0,0.0,0.0,44,1,43,0,0
1785349355.282,11.6,3507,1.0,1802,4,0.0,1.0,0.0,0.0,44,1,43,0,0
1785349356.893,11.7,3509,1.0,1802,4,0.0,0.0,0.0,0.0,44,1,43,0,0
1785349358.524,11.9,3506,0.0,1802,4,0.0,0.0,1.0,0.0,44,1,43,0,0
1785349360.124,14.4,3504,2.0,1802,4,1.0,1.0,0.0,0.0,44,1,43,0,0
1785349361.763,11.4,3505,0.0,1802,4,0.0,0.0,1.0,0.0,44,1,43,0,0
1785349363.450,12.5,3501,1.0,1802,4,0.0,1.0,0.0,0.0,44,1,43,0,0
1785349365.134,13.4,3503,2.0,1802,4,0.0,1.0,0.0,0.0,44,1,43,0,0
1785349366.772,12.0,3505,2.0,1802,4,1.0,0.0,1.0,0.0,44,1,43,0,0
1785349368.398,11.6,3507,2.0,1802,4,0.0,0.0,0.0,0.0,44,1,43,0,0
1785349370.030,14.7,3507,1.0,1802,4,1.0,1.0,0.0,0.0,44,1,43,0,0
1785349371.681,11.7,3506,2.0,1802,4,0.0,1.0,0.0,0.0,44,1,43,0,0
1785349373.291,12.1,3511,1.0,1802,4,0.0,0.0,0.0,0.0,44,1,43,0,0
1785349374.915,12.2,3508,2.0,1802,4,0.0,0.0,0.0,0.0,44,1,43,0,0
1785349376.516,11.6,3509,1.0,1802,4,0.0,1.0,2.0,0.0,44,1,43,0,0
1785349378.164,14.0,3514,1.0,1802,4,0.0,1.0,0.0,0.0,44,1,43,0,0
1785349379.815,12.3,3519,1.0,1802,4,1.0,0.0,0.0,0.0,44,1,43,0,0
1785349381.423,12.1,3519,1.0,1802,4,0.0,1.0,0.0,0.0,44,1,43,0,0
1785349383.032,22.8,3520,1.0,1802,4,0.0,0.0,0.0,0.0,44,1,43,0,0
1785349384.645,13.5,3519,1.0,1802,4,0.0,1.0,1.0,0.0,44,1,43,0,0
1785349386.264,14.8,3520,12.0,1802,4,1.0,0.0,3.0,0.0,45,1,44,0,0
1785349387.972,15.7,3519,1.0,1802,4,0.0,0.0,1.0,0.0,45,1,44,0,0
1785349389.614,13.1,3522,1.0,1802,4,0.0,1.0,0.0,0.0,45,1,44,0,0
1785349391.296,14.0,3517,1.0,1802,4,0.0,1.0,1.0,0.0,45,1,44,0,0
1785349392.936,21.7,3520,0.0,1802,4,1.0,1.0,0.0,0.0,45,1,44,0,0
1785349394.574,11.3,3524,3.0,1802,4,1.0,0.0,0.0,0.0,45,1,44,0,0
1785349396.198,12.4,3524,1.0,1802,4,0.0,0.0,0.0,0.0,45,1,44,0,0
1785349397.843,12.6,3525,1.0,1802,4,0.0,1.0,0.0,0.0,45,1,44,0,0
1785349399.457,12.1,3527,1.0,1802,4,0.0,0.0,1.0,0.0,45,1,44,0,0
1785349401.147,16.3,3526,1.0,1802,4,0.0,1.0,0.0,0.0,45,1,44,0,0
1785349402.818,17.2,3525,1.0,1802,4,0.0,1.0,0.0,0.0,45,1,44,0,0
1785349404.521,13.3,3532,1.0,1802,4,1.0,0.0,1.0,2.0,45,1,44,0,0
1785349406.157,13.4,3530,3.0,1802,4,0.0,1.0,1.0,0.0,45,1,44,0,0
1785349407.774,14.3,3540,2.0,1802,4,0.0,1.0,0.0,0.0,45,1,44,0,0
1785349409.391,15.3,3158,1.0,1802,4,0.0,0.0,1.0,0.0,45,1,44,0,0
