ts,cpu_pct,mem_used_mb,uvicorn_procs,uvicorn_rss_mb,uvicorn_cpu_pct,pg_total,pg_active,pg_idle,pg_idle_in_txn,pg_waiting
1785347348.563,68.0,3340,1,28,0.1,0,0,0,0,0
1785347349.647,61.8,3347,1,28,0.1,0,0,0,0,0
1785347350.714,68.3,3345,1,28,0.1,0,0,0,0,0
1785347351.786,55.5,3351,1,28,0.1,0,0,0,0,0
1785347352.865,62.6,3365,1,28,0.1,0,0,0,0,0
1785347353.947,64.0,3372,1,28,0.1,0,0,0,0,0
1785347355.037,64.4,3384,1,28,0.1,0,0,0,0,0
1785347356.131,72.8,3400,1,28,0.1,0,0,0,0,0
1785347357.216,66.2,3424,1,28,0.1,0,0,0,0,0
1785347358.283,54.4,3447,1,28,0.1,0,0,0,0,0
1785347359.365,61.0,3457,1,28,0.1,0,0,0,0,0
1785347360.444,57.5,3460,1,28,0.1,0,0,0,0,0
1785347361.523,65.5,3404,1,28,0.1,0,0,0,0,0
1785347362.586,64.6,3420,1,28,0.1,0,0,0,0,0
1785347363.656,62.6,3420,1,28,0.1,0,0,0,0,0
1785347364.731,63.2,3423,1,28,0.1,0,0,0,0,0
1785347365.794,56.3,3431,1,28,0.1,0,0,0,0,0
1785347366.890,44.0,3426,1,28,0.1,100,40,21,39,1
1785347367.968,34.6,3424,1,28,0.1,0,0,0,0,0
1785347369.056,62.1,3426,1,28,0.1,100,35,23,42,1
1785347370.126,64.9,3427,1,28,0.1,0,0,0,0,0
1785347371.192,61.3,3422,1,28,0.1,0,0,0,0,0
1785347372.258,44.5,3443,1,28,0.1,0,0,0,0,0
1785347373.327,44.0,3447,1,28,0.1,0,0,0,0,0
1785347374.396,43.2,3451,1,28,0.1,0,0,0,0,0
1785347375.494,60.0,3450,1,28,0.1,100,28,28,44,0
1785347376.585,65.3,3455,1,28,0.1,0,0,0,0,0
1785347377.663,60.6,3448,1,28,0.1,100,36,21,43,1
1785347378.745,64.7,3456,1,28,0.1,0,0,0,0,0
1785347379.828,57.8,3460,1,28,0.1,0,0,0,0,0
1785347380.911,64.9,3464,1,28,0.1,0,0,0,0,0
1785347382.031,72.3,3459,1,28,0.1,0,0,0,0,0
1785347383.119,68.3,3458,1,28,0.1,0,0,0,0,0
1785347384.210,66.1,3467,1,28,0.1,0,0,0,0,0
1785347385.301,65.3,3479,1,28,0.1,0,0,0,0,0
1785347386.387,75.5,3479,1,28,0.1,0,0,0,0,0
1785347387.502,71.5,3493,1,28,0.1,100,39,21,40,2
1785347388.622,57.2,3476,1,28,0.1,98,28,23,46,0
1785347389.714,67.4,3476,1,28,0.1,98,41,23,34,1
1785347390.828,66.9,3477,1,28,0.1,99,35,17,47,2
1785347391.961,65.1,3477,1,28,0.1,99,37,10,52,1
1785347393.047,66.1,3482,1,28,0.1,99,37,14,48,3
1785347394.119,44.5,3489,1,28,0.1,99,40,17,42,1
1785347395.200,32.9,3494,1,28,0.1,99,39,16,44,1
1785347396.266,51.8,3495,1,28,0.1,0,0,0,0,0
1785347397.330,43.8,3503,1,28,0.1,0,0,0,0,0
1785347398.393,47.9,3507,1,28,0.1,0,0,0,0,0
1785347399.455,46.5,3518,1,28,0.1,0,0,0,0,0
1785347400.540,62.5,3514,1,28,0.1,99,37,23,39,0
1785347401.630,69.6,3511,1,28,0.1,99,37,24,38,2
1785347402.713,64.4,3516,1,28,0.1,99,39,20,40,2
1785347403.795,59.2,3516,1,28,0.1,99,38,25,36,0
1785347404.876,62.4,3479,1,28,0.1,94,38,27,29,0
1785347405.972,64.4,3484,1,28,0.1,94,38,23,33,0
1785347407.061,60.2,3484,1,28,0.1,94,35,26,33,0
1785347408.149,63.2,3483,1,28,0.1,94,33,25,36,0
1785347409.221,52.8,3484,1,28,0.1,94,39,26,29,0
1785347410.300,28.5,3488,1,28,0.1,94,34,31,29,1
1785347411.408,44.4,3484,1,28,0.1,93,27,37,29,1
1785347412.483,37.5,3459,1,28,0.1,90,24,39,27,0
1785347413.555,7.8,3378,1,28,0.1,84,20,37,27,0
1785347414.633,5.9,3343,1,28,0.1,81,19,35,27,0
1785347415.728,28.3,3302,1,28,0.1,79,15,36,28,0
1785347416.808,45.8,3248,1,28,0.1,80,12,41,27,0
1785347417.883,38.6,3148,1,28,0.1,70,3,39,28,0
1785347418.961,19.5,3121,1,28,0.1,69,1,41,27,0
1785347420.040,7.0,3017,1,28,0.1,69,1,41,27,0
