ts,host_cpu_pct,mem_used_mb,backend_cpu,backend_rss_mb,backend_procs,mock_cpu,harness_cpu,pg_cpu,front_cpu,pg_total,pg_active,pg_idle,pg_idle_in_txn,pg_lock_waits
1785356958.736,85.3,4011,309.0,1539,4,0.0,12.0,59.0,4.0,58,7,28,23,0
1785356960.957,84.8,4057,287.0,1539,4,1.0,19.0,86.0,7.0,64,13,17,34,3
1785356962.964,93.6,4176,263.0,1541,4,0.0,15.0,69.0,4.0,64,5,36,23,0
1785356965.004,85.5,4172,327.0,1543,4,1.0,13.0,65.0,8.0,62,4,31,27,0
1785356967.255,89.2,4212,300.0,1543,4,2.0,15.0,72.0,8.0,66,5,31,30,0
1785356969.184,91.4,4310,297.0,1543,4,2.0,13.0,49.0,8.0,63,5,32,26,2
1785356971.118,82.6,4312,311.0,1543,4,0.0,9.0,39.0,4.0,57,8,36,13,7
1785356973.118,85.4,4316,284.0,1543,4,2.0,10.0,41.0,8.0,51,1,39,11,0
1785356975.275,83.5,4129,237.0,1543,4,0.0,22.0,37.0,9.0,51,4,35,12,0
1785356977.353,84.8,4139,295.0,1543,4,1.0,15.0,41.0,9.0,51,2,38,11,0
1785356979.468,92.0,4197,177.0,1543,4,2.0,50.0,27.0,8.0,51,1,36,14,0
1785356981.510,76.6,4207,169.0,1543,4,1.0,11.0,27.0,11.0,51,1,39,11,0
1785356983.647,79.4,4260,170.0,1543,4,2.0,12.0,33.0,11.0,51,2,37,12,0
1785356985.524,89.9,4313,229.0,1543,4,2.0,14.0,24.0,7.0,51,1,39,11,0
1785356987.750,77.8,4332,189.0,1543,4,2.0,11.0,30.0,15.0,51,1,35,15,0
1785356989.791,88.8,4361,280.0,1543,4,0.0,17.0,28.0,6.0,51,1,42,8,0
1785356991.780,85.8,4407,215.0,1543,4,2.0,17.0,36.0,14.0,51,1,40,10,0
1785356994.313,79.7,4469,197.0,1543,4,2.0,10.0,23.0,12.0,51,1,41,9,0
1785356996.602,86.0,4539,235.0,1543,4,4.0,17.0,31.0,12.0,51,1,36,14,0
1785356998.571,73.8,4587,204.0,1543,4,1.0,7.0,19.0,6.0,51,1,41,9,0
1785357000.563,90.3,4619,246.0,1543,4,1.0,18.0,34.0,8.0,51,2,37,12,0
1785357002.530,79.4,4628,226.0,1543,4,1.0,9.0,19.0,8.0,51,2,39,10,0
1785357004.354,87.9,4647,184.0,1543,4,1.0,18.0,26.0,8.0,51,1,40,10,0
1785357006.495,69.4,4673,168.0,1543,4,3.0,8.0,29.0,14.0,51,1,39,11,0
1785357008.536,83.3,4720,218.0,1543,4,2.0,10.0,25.0,8.0,51,1,39,11,0
1785357010.683,68.3,4761,155.0,1544,4,2.0,10.0,20.0,9.0,51,1,38,12,0
1785357012.684,91.5,4836,246.0,1544,4,1.0,19.0,30.0,8.0,51,1,31,19,0
1785357014.684,82.5,4863,252.0,1544,4,1.0,11.0,21.0,7.0,51,1,36,14,0
1785357016.602,92.3,4885,279.0,1544,4,1.0,13.0,27.0,6.0,51,1,40,10,0
1785357018.718,77.9,4791,186.0,1544,4,3.0,31.0,28.0,11.0,51,1,36,14,0
1785357020.805,78.6,4792,194.0,1544,4,3.0,13.0,22.0,9.0,51,1,38,12,0
1785357022.918,75.8,4816,172.0,1544,4,1.0,18.0,26.0,8.0,51,1,38,12,0
1785357024.837,90.3,4893,199.0,1544,4,2.0,28.0,24.0,6.0,51,1,37,13,0
1785357026.787,80.4,4934,219.0,1544,4,2.0,10.0,16.0,10.0,51,2,39,10,0
1785357028.906,88.3,4958,178.0,1544,4,1.0,34.0,33.0,14.0,51,2,39,10,0
1785357031.415,78.2,5001,192.0,1544,4,2.0,12.0,28.0,14.0,51,1,40,10,0
1785357033.507,87.3,5030,238.0,1544,4,3.0,19.0,29.0,9.0,51,1,38,12,0
1785357035.817,81.1,4997,175.0,1544,4,2.0,18.0,28.0,11.0,51,1,38,12,0
1785357037.790,82.4,5011,253.0,1544,4,1.0,13.0,13.0,4.0,51,1,36,14,0
1785357040.041,84.5,5067,229.0,1544,4,2.0,17.0,38.0,11.0,51,1,40,10,0
1785357041.971,90.4,5013,253.0,1544,4,7.0,26.0,26.0,10.0,51,1,41,9,0
1785357044.048,82.2,5028,163.0,1544,4,4.0,13.0,24.0,11.0,51,1,39,11,0
1785357046.024,88.9,5011,249.0,1544,4,1.0,12.0,28.0,9.0,51,1,40,10,0
1785357048.365,71.6,4986,137.0,1544,4,2.0,14.0,19.0,13.0,51,2,36,13,0
1785357050.228,89.5,5014,281.0,1544,4,0.0,19.0,24.0,6.0,51,1,39,11,0
1785357052.260,85.2,5027,173.0,1544,4,3.0,19.0,33.0,13.0,51,1,35,15,0
1785357054.480,72.9,5031,174.0,1544,4,1.0,12.0,14.0,9.0,51,1,35,15,0
1785357056.393,81.2,4990,169.0,1544,4,2.0,13.0,25.0,11.0,51,1,41,9,0
1785357058.470,85.0,4964,191.0,1544,4,2.0,13.0,27.0,7.0,51,1,38,12,0
1785357061.170,74.9,4933,212.0,1544,4,3.0,15.0,17.0,12.0,51,1,32,18,0
1785357062.892,81.5,4169,269.0,1544,4,0.0,24.0,23.0,3.0,51,1,41,9,0
1785357064.735,47.6,3591,89.0,1544,4,2.0,5.0,17.0,5.0,51,1,41,9,0
1785357066.428,53.1,3547,99.0,1544,4,1.0,5.0,9.0,7.0,51,1,41,9,0
1785357068.171,47.9,3518,84.0,1544,4,2.0,4.0,9.0,5.0,51,1,40,10,0
1785357069.844,39.8,3512,129.0,1544,4,0.0,2.0,10.0,1.0,51,1,42,8,0
1785357071.525,18.7,2965,17.0,1544,4,1.0,0.0,0.0,0.0,51,1,42,8,0
